,aod443,blh,rh,t2m,ws,wd,sp
41,4.13013,2.66269,0.60991,1.82235,1.56413,1.43344,0.92331
42,4.27512,2.90132,0.67513,2.59853,1.58505,1.47701,0.93499
43,3.05745,3.03833,0.71787,5.19603,1.85949,0.60626,2.92024
44,2.90126,3.41986,0.59856,3.8532,2.17513,0.78969,1.83779
45,3.26855,3.04231,0.87133,4.71787,2.26722,1.06289,2.09918
46,3.83745,3.24856,0.74811,2.66388,1.46679,1.3988,1.58202
47,3.74441,2.73765,0.6907,3.70032,1.86489,1.29831,1.77758
48,3.11701,2.87919,0.7134,3.22266,1.55607,0.65939,1.67411
49,5.15313,3.8089,0.82003,2.4765,2.17044,1.60903,1.0335
50,3.12748,2.67711,0.59739,3.18474,1.36556,1.05783,1.38542
51,2.73789,2.75652,1.27975,2.95159,0.72953,0.71691,1.19993
52,2.9841,2.43402,0.57908,2.31817,1.34355,1.39209,1.40676
53,3.76034,2.36444,0.84549,5.04205,1.47201,1.32408,1.57429
54,3.37864,2.44755,0.68229,3.84245,1.9009,0.99655,1.22363
55,4.57192,1.97271,0.71967,1.75446,1.31892,1.75293,0.44052
56,4.60608,1.96928,0.65215,2.59525,1.47785,1.4746,0.70936
57,3.83433,2.64465,0.6027,3.4935,1.92256,0.79782,1.54582
58,3.25949,2.66153,0.68834,3.68004,1.45807,0.94321,1.19585
59,3.97332,3.66004,1.4468,2.24349,2.04997,1.15288,0.89199
60,3.59614,3.62547,0.89064,2.13775,1.98346,0.70922,1.18731
61,3.59832,3.23079,0.75764,2.13809,2.31488,1.40257,0.7305
62,4.17325,2.93095,0.79942,2.93029,1.46788,1.03487,0.76454
63,4.34594,2.97181,1.2585,2.34079,1.99191,1.34097,0.63732
64,4.40684,4.46611,1.02577,2.55312,2.42603,1.31748,1.0423
65,3.90125,1.41148,0.72417,4.33612,1.30838,1.88999,1.27188
66,4.5022,2.71623,0.58616,3.01918,1.78772,1.29151,1.0377
67,4.87547,2.09265,0.59827,2.62861,1.22192,2.1774,0.9529
68,4.17231,1.6016,0.7167,2.84618,0.78351,1.72614,1.18268
69,3.73787,1.89036,0.54323,1.82245,1.13531,1.37155,0.53697
70,3.10142,2.27701,0.48068,2.21329,1.15132,0.86212,0.86179
71,4.70893,2.95487,0.72825,3.28715,1.88601,0.7797,1.56186
72,5.25195,3.22058,0.77556,1.87172,2.43396,0.73672,1.00364
73,4.81003,2.81868,0.93656,2.28386,3.52404,0.9379,1.00892
74,5.46843,2.65803,1.20135,2.42802,2.33239,1.32443,0.99577
75,5.02684,2.84691,0.85132,1.99706,3.04723,1.0277,0.79081
76,5.08544,2.42389,0.95707,2.67761,2.44565,0.98994,1.01035
77,3.97472,2.38703,0.69902,5.73038,1.91543,1.47104,2.67683
78,2.69533,2.06407,0.51639,2.21434,1.87847,0.7817,1.77583
79,3.78007,2.9984,0.63669,4.38896,1.25156,1.22595,1.79386
80,4.33819,2.20465,0.51335,1.63669,1.35186,1.60925,0.69554
81,4.15559,2.6252,0.63693,2.08776,1.6247,1.48045,0.94469
82,4.15514,1.99112,0.66006,2.18868,1.05091,1.47985,0.79721
83,3.58793,2.32379,0.72985,1.62963,1.84477,1.60883,0.8259
84,4.47834,3.02333,0.66641,3.72098,1.37144,1.32523,1.50318
85,5.21142,3.32009,0.82685,3.50508,1.4922,1.60582,1.53563
86,5.07907,5.51413,0.97208,5.94043,2.32532,1.60165,2.63098
87,4.8864,3.65366,0.73884,4.56281,1.66408,0.96711,1.89955
88,4.79266,2.49833,0.6796,3.45431,2.00599,1.30741,1.31392
89,5.09089,1.78874,0.77926,3.61587,1.59298,1.18555,1.65715
90,4.79955,3.13368,0.89838,3.99606,1.76095,1.53537,1.58391
91,4.26641,3.50036,0.91995,5.57027,1.8615,1.12844,1.87511
92,5.59354,3.93021,0.59654,5.95729,2.89618,1.51005,2.12998
93,5.09238,2.59024,0.67091,1.91924,1.93871,1.5753,0.93547
94,5.40847,2.20839,0.66583,2.74801,1.62824,1.17287,0.81122
95,5.6146,3.58848,0.94418,2.92641,2.69648,1.91755,1.20461
96,5.07624,3.68369,0.80867,3.65977,2.29087,1.77558,1.30757
97,2.98001,0.7054,0.60248,3.3952,0.83329,1.72852,1.1797
98,3.87263,3.19719,0.84069,1.74392,1.58847,1.22129,1.3237
99,4.17562,2.75024,0.52122,2.09308,1.78671,1.95605,0.8749
100,4.21345,2.78821,1.40944,2.52194,1.08006,1.35331,0.99054
101,4.6749,3.07379,1.05307,2.31269,1.698,1.70978,0.99844
102,3.94995,2.64907,0.82438,1.54672,1.74342,1.37833,0.46187
103,4.06532,2.1598,0.63432,2.23325,1.29499,1.2832,0.84236
104,4.47284,2.30135,0.72704,2.33106,1.7379,1.70163,0.86242
105,3.58229,1.27552,0.70458,2.69736,0.90216,1.39653,0.91166
106,3.02171,1.78461,0.41987,1.85797,1.08393,1.0884,0.70528
107,4.53675,3.42904,1.4301,2.8774,1.62481,0.96719,1.23415
108,4.07454,3.37249,1.00212,2.48826,2.22603,0.87295,1.09308
109,4.21839,2.24147,0.73743,2.76299,1.72551,1.47216,1.1639
110,4.81529,3.32066,1.33941,2.05456,2.94169,0.72558,1.05618
111,4.81151,2.18556,0.6574,2.08891,1.5703,1.6553,0.83757
112,3.71215,3.42215,0.77089,4.73947,2.13091,0.63501,2.43387
113,5.34836,2.77691,0.79056,2.61818,2.12504,1.08243,0.78312
114,3.34526,3.96511,1.85935,2.20255,2.40079,0.65921,1.11824
115,4.67896,2.67607,0.74034,2.83789,2.09867,1.93188,1.36524
116,4.33548,2.86416,0.61231,2.79968,1.44107,1.48068,1.20192
117,3.00069,2.10571,0.45843,3.16828,1.43651,2.30507,1.0803
118,4.86211,3.19499,0.81288,4.11922,1.52841,0.82841,1.65138
119,5.44809,3.28396,0.67263,5.41227,2.55594,1.03288,2.34403
120,5.47834,4.31721,0.72233,5.67089,2.76987,1.15253,2.64522
121,5.38466,2.31612,0.68902,3.39794,1.44512,1.4828,1.1229
122,5.7471,2.3339,0.6771,2.23145,1.15821,2.11719,1.20203
123,5.70633,3.47829,0.98923,3.75811,2.57524,1.65045,1.6854
124,3.53529,1.01702,0.53941,2.76621,0.55806,2.04163,0.53372
125,3.9079,1.18563,0.80181,2.38575,0.5944,1.56721,0.79548
126,4.3133,2.18793,0.60327,3.46313,0.84943,1.28174,1.93727
127,4.66082,1.16239,1.11881,3.63022,0.66527,1.99233,1.09493
128,4.92563,2.60457,0.64424,4.11446,1.47977,1.64691,1.67628
129,3.40577,1.25679,0.89191,3.44437,0.73012,1.24387,0.99437
130,3.41677,1.65099,0.89457,2.26103,0.68969,1.32076,1.27469
131,3.271,1.54715,0.51667,3.704,0.68298,1.31625,1.0555
132,3.10703,1.7526,0.58862,3.44812,0.62171,1.18988,0.69986
133,4.03754,1.43327,1.0508,1.41329,0.76727,1.48952,0.60338
134,4.15163,0.59713,0.70102,1.68029,0.46493,1.21692,0.6926
135,3.98924,1.02019,0.74784,1.71542,1.10604,1.18057,0.72104
136,3.09461,1.50787,0.63169,2.08497,1.16225,1.12775,0.97908
137,3.46104,1.2269,0.6546,1.60743,0.48758,1.56621,0.73665
138,3.14976,0.72977,0.90288,1.59182,0.61232,1.26515,0.71788
139,3.78947,1.74888,1.01416,2.74658,1.24961,1.5332,1.12242
140,3.0699,1.35923,0.98186,2.26331,0.96046,1.36401,0.8921
141,4.21628,1.44278,0.71884,1.82743,0.56424,1.31669,0.47633
142,3.76249,0.92988,1.07205,1.40357,0.6494,1.25805,0.73362
143,3.04583,1.26276,0.9605,1.8275,0.84474,1.17576,0.53301
144,3.33836,1.85084,0.75772,2.07594,1.34252,0.95499,0.86218
145,3.308,1.7632,1.0631,2.05281,1.41133,1.03736,1.00942
146,3.77278,1.82546,1.21547,2.11829,1.26837,1.02675,1.26007
147,3.56212,2.01093,0.84318,2.18106,1.51917,1.08614,1.30315
148,3.09803,1.21931,0.73453,1.81411,0.76001,1.24728,0.58041
149,3.65945,0.87766,0.90098,1.42788,0.43505,0.85942,0.75242
150,3.70458,0.84365,0.8116,1.70868,0.57488,0.76165,0.54798
151,3.59808,0.73773,0.84017,1.8112,0.95011,1.61805,0.66355
152,2.85492,1.31416,0.8929,1.51377,0.57084,0.93219,0.57025
153,2.86981,1.58293,0.97192,1.72169,0.59889,1.26436,0.91933
154,3.73649,0.85597,0.76779,1.8545,0.71456,1.33865,0.70163
155,3.8418,1.73372,0.91629,2.11684,1.17828,1.10218,1.042
156,3.39488,2.0392,1.17739,2.76745,1.56537,1.54841,1.14238
157,4.32836,1.44472,0.86286,2.26217,1.48343,1.05895,1.22045
158,3.17189,1.06764,0.70803,1.00739,1.42838,0.5932,0.7027
159,3.5728,1.87454,0.71538,1.5388,1.84675,0.67696,1.19584
160,2.65459,1.75735,0.56742,2.48782,1.17966,0.41066,0.81706
161,3.08458,1.22826,1.23508,1.0845,1.03929,1.36838,0.5775
162,3.41984,1.21708,1.16661,1.48945,0.64226,1.64733,0.70194
163,3.61852,0.91476,1.47041,1.42189,1.20586,2.08785,0.87755
164,3.24787,2.1384,1.35324,1.37321,0.61884,1.68786,1.00108
165,3.37184,1.1115,1.23946,1.17608,0.74031,1.68891,0.67517
166,3.34617,1.24507,1.00886,1.06419,0.79011,1.49096,0.62081
167,3.05176,0.70303,1.36515,1.26996,0.95122,1.27289,0.49777
168,2.71366,1.48702,1.04977,1.50743,1.16964,0.65974,0.58839
169,3.68761,1.13193,1.0102,1.53904,0.96006,0.80766,0.75111
170,4.16631,1.18606,1.63653,1.46969,0.59387,2.10819,0.63893
171,3.3098,1.47827,0.59109,1.33997,1.43955,0.71671,0.93732
172,2.87659,1.16906,0.64976,0.94555,1.01065,1.08887,0.44867
173,2.9653,1.26904,0.82935,1.07508,1.14745,1.57981,0.67372
174,3.6739,2.2821,0.6298,1.48506,1.19235,0.7747,0.71089
175,2.72634,1.03058,0.80137,0.91021,0.84906,0.7128,0.53719
176,2.60982,1.11971,0.64414,1.50788,1.42601,0.69092,0.69378
177,3.15178,1.07221,0.57945,1.59331,1.38451,0.62165,0.63074
178,3.33735,1.38499,0.58835,1.474,1.4643,0.60585,0.47302
179,3.43842,1.38121,0.58909,1.49082,1.63907,0.6267,0.84784
180,2.66593,0.68444,0.773,0.84694,0.87777,0.62484,0.54383
181,2.84085,0.43203,0.65161,1.26103,0.99596,0.6669,0.42711
182,2.67954,0.4902,0.97774,1.29138,0.52663,1.37819,0.42394
183,2.50869,0.67659,1.08759,1.48617,1.51239,1.69689,0.48268
184,3.0192,1.82229,1.27616,1.9478,1.77054,1.05564,1.09983
185,2.54018,1.61095,0.82784,1.36533,1.32312,0.50153,1.07026
186,2.59133,1.33233,0.91121,0.95058,1.62833,0.78645,0.54199
187,3.06579,1.22438,0.86286,1.62926,1.75883,0.97396,0.80035
188,2.98822,1.66077,0.55114,1.33755,1.10788,0.49678,0.86876
189,3.02306,2.16587,0.61895,2.3888,1.76681,0.85973,1.24155
190,3.20003,1.38082,1.07309,0.74023,0.86044,0.56661,0.75968
191,3.18955,1.10089,0.37741,1.39177,1.13955,0.5968,0.6665
192,2.88466,0.86661,0.7536,1.22849,0.67309,1.37175,0.41122
193,3.77553,0.83629,0.77486,1.50717,0.63897,0.74544,0.60188
194,3.51112,1.52801,0.5852,2.20866,0.75321,1.29332,0.5564
195,3.33421,1.18799,0.85006,1.20669,1.24782,3.01031,0.51726
196,2.80413,0.96743,0.87027,1.13171,1.3681,1.11047,0.61789
197,2.86305,1.25466,1.04136,1.20092,0.5726,1.25032,0.68246
198,2.79487,1.49135,1.49369,1.33045,0.93331,0.86602,0.60849
199,3.12437,1.16006,0.90237,1.38224,0.86468,1.45789,0.57718
200,3.44294,1.86441,1.37744,1.23207,1.06525,0.76603,0.70252
201,3.97735,1.09418,1.19911,1.65179,0.76127,0.62415,0.57198
202,3.1343,0.76258,1.22745,1.39417,0.66007,1.68901,0.71377
203,3.68041,0.8951,0.78792,1.33843,1.04173,0.91301,0.60865
204,3.34893,1.11624,0.53928,1.81233,1.17666,0.59323,0.69191
205,3.43334,1.04375,0.50333,1.27222,1.20831,0.91045,0.55431
206,2.77432,1.64136,0.76673,1.43642,0.90549,0.74626,0.9008
207,3.18275,1.61676,0.814,1.29916,1.86267,0.35688,0.80722
208,2.76193,1.00777,0.59423,1.48739,0.61469,0.78117,0.8524
209,2.89565,1.38606,0.61945,2.02549,0.80283,0.70122,0.55178
210,2.16604,0.7197,0.69245,1.37963,0.4663,1.3181,0.70187
211,2.98543,1.77555,1.01667,1.445,2.14993,0.56752,1.40679
212,2.47575,0.68765,0.9592,1.39744,2.09441,0.52983,0.85556
213,2.50237,0.49001,1.05052,1.61991,0.86111,0.95827,0.6677
214,1.88594,1.60002,1.02953,2.29696,1.39217,0.70369,1.16554
215,2.77219,2.4458,0.69702,2.55574,1.73659,0.71175,1.18767
216,1.74087,1.30402,0.87146,2.80426,2.14463,0.72817,0.95002
217,2.68374,2.1044,0.64187,3.25554,1.60057,0.69641,1.02059
218,2.31275,1.50849,0.82775,2.3332,1.36184,0.62939,1.12591
219,2.6893,1.32028,0.83323,2.35453,0.78559,0.47306,0.86441
220,2.90219,1.70895,0.47146,2.57917,1.04609,0.59095,1.01558
221,2.75046,2.1653,0.53886,2.89973,1.97456,0.66826,1.6382
222,3.53843,3.19185,0.75463,3.00095,2.08576,0.63977,1.43078
223,1.88845,1.80465,0.73358,2.93884,2.01874,0.73039,1.95672
224,2.96979,1.07438,0.87861,2.82136,1.26308,1.01432,0.5961
225,1.67135,0.83758,0.41027,1.39572,0.55429,0.3435,0.55614
226,1.99331,0.58765,0.89852,2.28398,0.92454,0.64191,0.88355
227,2.59611,1.81494,0.57478,2.07456,1.73932,0.4402,0.78394
228,2.26436,1.70671,0.4945,2.21578,1.86416,0.59988,0.80539
229,2.59053,1.94807,0.60914,1.23944,1.94932,0.55911,0.6888
230,2.69943,1.97232,0.48036,0.99251,1.97165,0.65302,0.67448
231,2.2555,1.90108,0.53393,1.8831,2.17105,0.60885,0.9092
232,2.84022,0.84996,0.71034,1.29154,0.77019,0.91196,0.67131
233,2.87251,1.09167,0.87832,1.6224,1.30779,0.59676,0.92996
234,1.78448,0.91253,0.70276,0.68313,0.87305,0.64589,0.4678
235,3.01096,1.60568,0.64778,0.96198,1.54644,1.37206,0.51392
236,3.15349,0.74305,0.70037,1.03177,1.11891,1.0004,0.41283
237,2.41591,1.37699,1.06603,2.72204,1.53281,0.6,1.26569
238,3.37493,1.60149,0.62906,1.60533,0.93865,0.798,1.07939
239,2.57237,1.60681,0.70657,2.73262,0.8287,0.77123,1.15251
240,3.14512,2.47072,0.0,0.0,0.0,0.0,0.0
241,3.01338,1.43555,0.68685,1.85368,2.22482,0.95257,1.93963
242,1.96916,2.98462,0.64979,4.11394,3.86361,0.79763,2.48665
243,3.66893,0.98834,0.83124,1.6658,1.83273,1.3261,0.67864
244,2.95659,0.93916,1.21764,1.48041,1.01778,1.92682,0.65534
245,2.60429,0.46713,0.75058,0.90406,0.72559,1.25527,0.55541
246,3.32486,1.73236,0.53201,2.12979,0.69348,0.8839,1.07948
247,2.95523,1.50512,0.67247,3.69251,1.3911,0.73881,1.94997
248,2.26645,1.23176,0.69197,2.28169,2.24462,0.64202,0.84478
249,2.30726,0.46897,0.94468,1.28847,0.59262,1.18109,0.4557
250,3.27304,2.1179,0.74905,3.53745,1.25827,0.70653,1.32549
251,3.04679,0.80434,0.6611,1.62507,0.55019,0.92875,0.43652
252,1.58789,1.21411,0.39049,2.10065,0.30283,0.48152,0.3871
253,2.84856,1.731,0.0,0.0,0.0,0.0,0.0
254,2.43145,1.36499,0.73835,2.03359,0.67854,0.44797,0.59194
255,3.01041,0.90199,0.68041,1.68987,0.39555,0.72166,0.74106
256,3.18818,2.55228,0.0,0.0,0.0,0.0,0.0
257,3.16117,1.42561,0.47779,1.55255,0.94175,0.63602,1.42612
258,2.77276,0.60475,0.426,1.19491,0.57932,0.82012,0.41434
259,1.64732,2.34243,0.40704,1.12128,1.37257,0.43382,0.68637
260,1.79107,1.08885,0.37195,1.58766,0.99638,0.56719,0.8003
261,2.3827,0.70284,0.4604,1.89351,0.79932,0.84474,0.46371
262,3.08464,1.68056,0.41723,3.81955,0.79671,0.96781,0.73903
263,2.03868,1.97818,0.49484,2.27099,0.42127,0.56394,0.58047
264,1.79373,1.64092,0.42131,2.8699,0.34825,0.63631,0.77045
265,1.69109,0.91664,0.71128,3.04762,0.40647,0.64761,1.06432
266,1.30527,1.09024,0.3594,2.34508,0.48279,0.93646,0.89638
267,1.609,0.95432,0.54055,0.99091,0.78522,0.59469,0.54553
268,2.39218,1.90792,0.52169,1.43541,0.43666,0.51832,0.72206
269,2.84836,0.71281,0.5233,1.84251,0.95136,0.41147,0.71794
270,1.84994,0.97381,0.48104,2.58083,0.57069,0.44947,0.73319
271,2.75352,2.21892,0.82144,1.84018,2.81704,1.12254,1.31254
272,2.18411,1.02711,0.83735,2.46563,2.32819,1.23543,1.42931
273,2.6732,2.14756,0.74039,1.69102,2.0055,1.14443,1.61377
274,3.16913,2.28969,0.88299,1.94481,3.02936,1.10957,1.26205
275,2.11223,1.88038,0.98348,1.65515,2.62658,1.25523,1.39315
276,2.63324,1.84273,0.83661,2.06308,2.37293,1.10091,1.49198
277,2.98008,1.57298,1.02191,1.70626,1.39458,0.73813,0.9935
278,2.97602,2.08924,0.894,2.04304,2.4227,1.11988,1.2931
279,3.12249,1.83371,1.04389,1.62098,2.94969,1.14413,1.5534
280,2.48267,1.8162,0.70505,1.93953,2.41006,0.5954,1.46879
281,2.80871,1.99919,0.90813,1.83834,2.89123,0.79376,0.64214
282,3.57618,1.44068,1.07597,1.8488,2.37198,1.19998,0.98849
283,2.0119,1.83308,0.93541,1.36143,2.95395,1.07379,1.18799
284,3.02193,1.58313,0.5556,1.29107,2.20698,0.87293,0.95564
285,2.38334,2.39615,1.08069,2.29964,3.49429,1.19784,1.68666
286,2.9453,2.84565,1.04466,1.78251,3.30383,1.52243,1.43509
287,2.79036,2.51372,0.87848,2.23862,3.17253,1.17863,1.52151
288,2.62578,2.00208,0.83309,1.75552,3.15667,1.16617,1.1457
289,2.61377,0.80644,0.7814,1.53825,0.739,0.5098,0.67864
290,3.16319,1.14857,1.27816,1.4903,0.67884,0.70343,0.61382
291,2.77779,1.02538,0.69874,1.04746,0.93543,0.99976,0.48551
292,3.11422,0.80461,1.26956,1.51887,0.82622,0.49757,0.7244
293,3.16345,0.9196,0.98466,2.20253,0.79049,0.6542,0.66903
294,2.86089,1.11824,1.12326,1.87695,0.76864,1.08467,1.17485
295,3.39716,1.22555,0.74785,1.9538,1.00584,1.12582,0.56979
296,3.47688,1.72425,0.77271,2.02208,1.07046,1.27263,0.77375
297,3.24786,0.94764,1.06898,1.57513,1.15893,0.66097,1.116
298,3.47258,1.73198,1.69152,1.84256,0.97836,1.28981,0.40695
299,2.88991,1.26485,0.85677,1.08216,0.91863,0.91039,0.52152
300,3.01246,0.40982,1.16859,1.68355,0.44032,0.71695,0.51349
301,3.59994,1.69925,0.92665,1.82912,0.95945,0.86294,0.98656
302,3.91145,1.61749,1.05751,1.94832,0.67814,1.19855,0.7069
303,3.30549,1.50385,0.58119,2.02657,1.4368,0.78175,1.55316
304,2.92369,1.30266,0.66941,1.89636,1.31664,0.89052,1.09991
305,2.99962,1.24429,0.55218,1.59956,1.3629,0.54281,1.21689
306,3.22007,1.27401,1.07789,1.82269,0.72103,0.84122,0.81133
307,3.67713,1.90382,0.69499,2.35393,2.34118,0.97217,1.43204
308,2.09631,1.58154,0.69095,2.67898,1.24365,0.74133,1.38458
309,2.84241,2.03622,1.36848,2.11892,2.70152,1.05515,1.61769
310,2.46272,1.79297,0.8537,2.21614,1.77208,0.71173,1.45386
311,2.72347,1.81474,1.44142,1.97853,2.20581,0.61439,1.43216
312,3.93461,2.77421,1.46955,2.98918,1.01321,1.09044,2.09536
313,4.34297,2.88061,1.33589,3.74444,1.02212,1.33608,1.5815
314,2.75038,1.63202,0.81634,1.67063,2.88176,0.72739,1.49808
315,3.51705,2.95857,1.18778,1.73601,3.03611,0.81826,1.54785
316,3.54429,2.06197,0.76894,2.61249,1.01108,0.82695,1.0974
317,4.02469,2.02845,0.92833,1.88922,2.10766,0.81618,1.42878
318,2.8197,0.49398,0.85338,1.6113,0.43944,1.21953,0.41904
319,2.95326,0.40842,0.85253,1.38382,0.40407,1.04501,0.40291
320,3.93828,1.85642,0.58991,2.55751,1.36712,0.79401,1.15752
321,3.15968,1.97104,0.75613,1.63113,2.32735,1.02553,1.65208
322,3.56014,2.15556,0.78816,1.34113,1.97551,1.53252,0.9871
323,3.32462,1.99837,0.70211,2.15681,0.54189,0.97719,1.13867
324,4.45644,1.27666,1.169,1.94596,0.51012,0.90554,0.59259
325,2.60245,0.80927,0.7801,1.07257,0.54987,1.224,0.40699
326,2.08322,0.38912,0.39984,1.09786,0.46878,1.09559,0.39591
327,2.23347,2.63453,0.0,0.0,0.0,0.0,0.0
328,3.44882,0.95682,0.8776,1.14823,1.26943,0.74914,0.94573
329,2.89897,1.22678,1.14775,2.19799,1.33096,0.5857,0.53953
330,3.5061,1.47621,0.77709,1.71375,0.37284,1.09103,0.62394
331,3.60969,1.75706,0.67461,1.7136,0.95154,0.84488,0.53279
332,3.40698,2.65701,1.05825,1.58495,1.91742,0.63914,0.7109
333,3.16897,2.78583,1.15291,3.15078,1.73454,0.93124,1.25869
334,3.40501,4.00929,1.10354,2.8327,1.86156,1.05509,1.28815
335,2.9686,1.93514,0.67512,2.43735,1.35038,0.78012,0.7053
336,3.42268,2.83648,0.63356,1.83107,1.77958,0.70289,1.22629
337,3.36442,2.31322,0.99509,2.24055,1.26734,0.57305,1.00976
338,3.21673,1.57646,0.66518,2.63791,1.22306,0.55264,1.11237
339,3.44794,2.80808,1.12266,3.50663,1.72262,0.96357,1.67448
340,3.39138,2.88489,0.74088,1.99815,1.46668,1.05885,1.2551
341,3.78484,1.30752,0.67085,2.85502,0.9452,0.64445,1.29321
342,3.1015,2.07926,0.88071,1.74524,1.00883,0.78006,0.80738
343,2.57212,2.91802,0.84509,2.37507,1.50505,0.85945,1.1983
344,3.43555,2.82739,0.47659,2.6406,2.30571,0.67074,1.30459
345,3.67458,3.25467,0.58663,3.67561,1.8635,1.06778,1.35114
346,3.74441,2.54149,0.87757,1.8639,2.1576,0.70563,1.16548
347,4.09374,2.41618,0.78624,4.14694,1.64804,0.8025,1.28526
348,4.39126,2.73791,0.85506,3.69109,1.78558,0.64261,1.23046
349,4.34626,2.68701,0.86434,4.24464,1.81138,0.70206,1.46736
350,4.89092,3.06637,1.345,5.03284,2.20435,0.8378,2.41361
351,4.31789,3.29659,0.77677,2.93054,1.80388,0.69035,0.83546
352,3.40765,2.98594,0.88162,2.76176,2.08853,1.14777,0.91741
353,3.68997,3.04112,0.55532,2.45704,1.56049,0.97182,0.9044
354,3.60228,1.39468,0.60193,2.28972,0.98966,0.68998,0.75588
355,2.42516,2.58211,0.63132,3.42483,0.9468,1.02481,1.2907
356,2.4361,2.35596,0.88846,2.79651,1.05802,0.78857,1.05157
357,2.58708,2.10113,1.47085,1.93652,0.46066,1.00433,0.74573
358,3.23013,2.73691,0.911,3.84616,1.16699,0.8672,1.34194
359,4.82398,3.69719,1.00973,2.24555,1.50791,1.35993,1.47065
360,4.10831,3.38137,0.88468,2.80166,1.98783,0.75158,1.20203
361,4.05153,2.9392,0.80723,2.87144,2.27323,0.62902,1.14443
362,4.10742,2.58888,0.74508,2.32486,2.03255,0.73434,0.7276
363,4.68607,2.59113,0.8567,2.30814,2.50743,0.96111,1.41315
364,5.52105,3.48486,1.15491,2.67774,2.89786,0.73974,1.85057
365,4.58491,2.34124,1.06819,3.01183,3.34906,0.60399,1.5376
366,2.38011,1.87849,0.7232,1.83601,0.85161,0.72438,0.69699
367,2.47585,2.95691,0.57475,2.75397,1.16075,0.72035,0.99899
368,3.73656,3.86654,0.71894,4.56501,1.57497,0.67933,1.53967
369,2.81041,2.14628,0.64014,2.74355,0.71858,0.88961,1.12298
370,1.80786,2.30712,0.56142,2.43125,0.90238,0.56808,0.97078
371,2.43702,2.05212,1.35506,4.86093,0.56647,0.75438,1.86345
372,3.82832,1.82386,0.80848,1.54927,1.87218,0.89298,0.82915
373,3.64092,3.5535,0.59645,2.5315,2.54806,0.97565,1.67498
374,3.13133,2.11193,0.58799,1.1486,1.20305,1.1506,0.86348
375,3.97092,2.19103,0.61738,1.76088,1.01116,0.75026,1.02245
376,3.42072,3.04863,0.577,2.39015,1.63705,0.71776,1.44162
377,3.41857,2.84601,0.69478,1.93904,2.42221,0.99296,2.2611
