,aod443,blh,rh,t2m,ws,wd,sp
58,5.81556,1.68457,1.30226,4.00788,1.93361,2.82304,2.47417
59,8.15579,3.216,2.0795,5.36106,2.13899,1.97182,2.68787
60,4.10922,0.88822,1.55241,5.25993,1.27314,3.26504,1.67005
61,3.97484,3.58817,1.74116,5.07975,1.79207,2.60876,1.82793
62,3.86369,1.33416,2.0425,3.04261,1.52623,1.21035,1.7836
63,5.99387,4.475,3.1305,6.0096,2.23996,2.22895,2.86429
64,4.08448,2.00245,1.46908,3.54586,1.20349,2.05564,1.87925
65,3.54314,2.15482,2.18451,3.22956,1.57714,1.36718,2.07589
66,5.02346,1.37222,1.51456,2.8423,1.70623,0.84557,1.79037
67,3.00206,2.27278,1.98793,1.67769,2.48887,2.18251,1.29721
68,5.61158,2.18573,1.91527,4.11109,1.53151,2.58793,1.4076
69,6.06195,3.47313,1.40213,5.67369,1.96437,1.59241,1.75604
70,4.48419,3.52059,2.22411,4.47155,2.66743,2.55765,1.47117
71,6.50446,4.12737,1.8259,4.31526,1.03495,2.52939,2.69374
72,4.38819,2.09629,2.22412,4.17407,1.69567,1.47208,1.54321
73,4.18211,1.31023,1.35599,4.26851,1.95585,1.13304,1.9777
74,7.13158,3.54693,2.71804,4.12055,1.20634,2.38973,1.60356
75,3.53414,1.19429,1.64101,2.23699,2.08689,1.30987,1.11227
76,6.61631,3.00145,1.49943,4.749,1.60466,2.54594,2.83187
77,4.28681,1.80991,1.36452,3.96997,1.57653,1.0733,2.20837
78,3.21687,1.19102,1.58109,3.54077,1.04629,0.88056,1.52013
79,3.97984,1.97564,1.64792,3.69255,1.89192,0.8127,1.18589
80,5.54676,2.55436,2.095,3.38413,1.59333,1.39329,1.31982
81,6.28724,4.10517,2.36925,4.78315,2.09977,1.11656,2.39705
82,6.02502,3.05169,1.44679,3.25145,2.26214,2.53484,2.1927
83,3.91857,2.39601,3.0863,3.36962,1.96871,2.69038,3.08924
84,5.33849,5.65915,1.90465,4.45821,1.96333,2.07372,2.45811
85,6.27538,5.58007,2.21711,5.17696,2.14886,2.18594,2.01648
86,5.98922,1.33422,1.60661,2.32057,1.25465,2.78644,1.92132
87,6.17781,2.73947,2.3481,3.73506,1.39393,1.38241,1.21392
88,4.89379,2.22834,1.80416,2.92969,2.19343,1.35813,1.69769
89,6.8053,1.83169,2.33345,4.23452,1.61394,3.59404,2.31438
90,4.73743,1.45226,2.8785,4.37266,2.21342,2.20489,1.3302
91,3.37961,0.92798,2.36594,2.87249,1.17895,2.23289,1.92708
92,4.21644,2.25338,1.56692,4.10411,1.67176,1.12795,2.11452
93,8.15413,2.46977,2.54499,3.99236,1.6467,2.72426,1.47377
94,5.19754,2.60884,1.50242,4.49916,2.34769,1.11295,1.60824
95,4.73591,3.17013,1.9637,2.59237,1.48507,1.74573,1.61824
96,4.91352,1.11124,2.20467,4.11404,1.22548,1.27321,1.85351
97,6.93035,2.5696,1.99543,4.93175,3.23046,1.61321,2.26769
98,6.52779,5.50991,1.82855,4.60962,2.6726,2.14507,2.45348
99,4.39557,0.60679,2.41685,2.12526,1.1107,3.32746,1.30566
100,4.1441,2.97241,1.77908,4.30393,1.90604,0.88181,1.45327
101,7.16445,5.95471,2.34786,4.86396,2.41057,2.02186,2.37152
102,4.50997,3.5132,2.04598,4.54216,1.01486,2.1658,1.88326
103,4.57599,1.32399,1.65877,3.92458,1.54304,2.67222,1.70646
104,5.47223,2.23143,2.57089,3.34942,1.54729,1.39125,1.52492
105,6.01277,1.91877,1.22494,3.73913,1.53756,1.67353,1.8669
106,4.67848,1.25071,1.65042,2.29657,1.29849,1.40749,1.82979
107,4.24371,3.51541,2.48848,3.72126,3.32743,1.98154,1.52891
108,5.3301,1.02706,1.93796,3.22981,1.06871,1.40738,1.55978
109,4.8687,1.1443,2.1755,2.7892,1.47713,3.11154,1.46982
110,4.77757,4.25448,2.60006,2.55395,0.85988,2.36155,2.28607
111,7.66118,3.15249,1.72195,3.65949,1.06171,3.49528,2.56491
112,4.62116,1.61667,2.04355,3.19715,1.43266,2.86619,1.64176
113,3.9085,1.38419,2.55614,3.46046,1.45926,3.60693,2.06454
114,7.58187,1.0318,1.9759,2.88341,0.94758,1.94702,2.42212
115,4.6567,1.67693,2.13264,2.82316,1.69455,2.83148,1.9236
116,4.1423,2.65758,1.60337,3.97613,3.50897,2.28157,1.81145
117,7.24518,3.47545,2.98038,4.5163,1.60633,2.48173,3.06922
118,5.39123,2.459,1.69079,4.99156,1.44909,2.72827,2.4069
119,5.08851,1.46763,1.99013,3.1708,1.67301,1.33977,1.52886
120,5.22135,4.4824,1.83347,3.75844,2.20596,2.09118,1.99622
121,4.54746,1.38807,1.77103,4.2787,2.74295,1.50055,2.22306
122,4.60183,2.37421,1.57457,3.05757,2.45972,1.93215,1.48595
123,3.80656,2.8203,1.91916,3.38679,2.69021,1.30849,1.87294
124,5.18617,2.26097,1.26548,4.68505,3.0539,1.95872,2.21921
125,3.70272,1.97074,1.34256,1.48159,2.05551,1.77447,3.89445
126,4.8416,3.63053,1.44166,5.59136,1.72651,1.368,1.93159
127,3.35306,3.1331,2.18407,2.49755,2.64913,2.36323,1.36992
128,4.92497,1.3565,2.00243,3.12222,1.35605,2.43086,1.62441
129,4.80932,3.37292,2.05944,5.649,2.53703,2.29848,2.08967
130,4.73071,2.40737,1.55748,4.31011,2.9566,1.40403,1.67223
131,5.57998,2.30671,1.90922,4.44907,1.98092,1.60192,1.28753
132,5.95238,3.69124,1.91726,5.20872,2.73372,1.43266,2.06824
133,5.99798,5.34176,1.97445,4.44862,1.78709,2.36961,2.05009
134,4.48382,1.65431,1.1787,3.86168,1.97321,0.96835,2.08757
135,7.499,4.24537,1.57194,4.93188,1.45158,1.5731,1.98465
136,3.77707,0.7474,1.82544,3.00846,2.08657,2.51558,1.46774
137,5.69031,4.63476,1.95053,4.02694,1.88507,2.43669,2.26516
138,3.57737,3.02637,1.8287,4.05031,2.33332,1.247,1.92052
139,5.91741,1.79599,2.18669,4.14233,1.02877,2.44054,2.42893
140,4.92651,3.4261,1.6366,4.31223,1.84127,3.17632,1.94662
141,5.88959,2.75769,1.58153,2.89424,1.36271,1.49517,2.79471
142,2.9916,1.85359,1.90412,2.81523,1.84612,1.38723,1.66177
143,4.57553,3.20956,1.89415,3.53178,2.19429,1.70665,2.23927
144,4.44483,3.96977,2.25102,6.23165,1.97965,3.57612,2.02801
145,4.95037,2.32303,2.51877,2.84289,1.43622,0.79724,1.64656
146,6.51801,3.73239,1.76043,4.01696,1.03583,2.83672,3.29165
147,3.80864,2.72579,1.87183,2.84894,1.94892,1.5787,1.43828
148,5.29495,1.77703,3.0971,3.88518,1.33783,3.00193,1.53034
149,4.59922,3.1318,2.53599,4.89542,1.97075,1.53669,1.88942
150,4.60242,2.15893,1.62645,2.80995,1.40647,1.17853,2.56237
151,3.32527,1.63918,1.49224,2.09346,0.96045,2.63864,1.02371
152,6.09326,2.08325,2.066,3.24042,0.80136,2.13177,1.88214
153,4.46449,1.3012,1.99416,2.82304,1.8004,1.73379,1.79767
154,5.67372,2.24026,2.70863,3.21002,1.15974,2.58542,1.76016
155,5.47973,2.05603,2.24061,4.43467,1.16956,2.37471,2.13784
156,4.57889,2.86592,1.59279,5.26064,1.88639,1.26738,2.39143
157,5.52909,3.40246,1.82,4.7771,1.48818,2.09517,2.2734
158,5.7836,2.03946,1.59206,3.68477,1.62771,1.2023,1.64558
159,6.80885,2.48009,1.50154,4.47738,1.16895,2.879,1.96253
160,4.45828,1.57414,1.66453,2.6959,2.18975,1.11828,1.84391
161,5.56607,2.59064,2.377,4.25208,2.80302,2.4206,3.42962
162,7.24195,1.75717,1.86194,5.06986,1.11786,3.56638,2.11797
163,5.78379,2.09696,1.0732,5.25308,1.46369,2.34433,2.07314
164,6.49341,4.11125,1.98401,3.40429,2.77015,2.42494,2.00801
165,4.77832,1.74809,1.97614,1.90719,1.18547,1.83788,1.57203
166,3.87761,1.88804,1.55051,3.73052,2.88369,1.3699,2.34455
167,6.12231,4.44676,1.6405,4.07601,1.76826,3.15415,2.50808
168,2.76911,2.75885,1.96335,3.38039,2.85078,2.74991,1.54727
169,5.54541,4.15057,2.07225,5.03268,1.42746,1.91515,3.05241
170,5.38701,1.67774,1.87118,3.35466,0.95369,1.6777,1.7888
171,4.532,2.23864,2.24764,5.61269,1.28803,1.69325,2.98674
172,5.40943,4.81345,1.72536,3.25042,2.75616,1.98327,2.87782
173,3.6725,1.93856,1.91794,3.06209,1.67222,5.11847,1.01918
174,5.14032,1.07954,2.52623,3.39551,1.70981,1.5869,2.39
175,6.70205,1.82313,1.61474,4.69671,2.01457,3.62912,3.1943
176,5.16699,1.62932,1.90235,2.47021,1.45736,2.42772,1.60427
177,4.66059,1.39957,2.39192,2.59461,1.91936,1.03971,1.65827
178,5.7665,3.96817,1.00967,5.22722,1.75223,1.4513,2.31586
179,4.35811,2.47722,2.43869,3.91411,2.72234,1.96686,1.86093
180,5.69349,4.10846,2.20512,4.50025,1.82694,1.64053,2.52981
181,3.55327,1.19295,3.50584,3.61363,1.00705,3.36568,2.56598
182,4.8916,2.26218,1.32217,3.88036,2.66292,1.49242,1.8824
183,5.82986,1.4356,1.56882,3.41024,1.38851,1.97391,1.72453
184,4.60704,2.51283,1.45344,3.55413,2.16234,3.0974,1.4457
185,4.99477,1.72895,1.90754,4.78112,2.69461,1.56823,2.08883
186,5.28446,3.44555,1.82159,4.72471,1.68984,2.88999,1.78104
187,4.65735,2.2869,2.15883,4.0783,2.01807,1.63546,2.12251
188,5.53515,1.64486,1.33307,3.40887,1.88501,2.64854,2.0376
189,7.501,3.60231,3.1224,6.74911,2.71697,1.32624,2.47968
190,3.38107,5.16513,1.50546,6.36731,1.91436,2.45221,1.8566
191,4.23193,4.02349,1.93568,3.43004,4.31663,3.32263,1.28747
192,5.16674,3.06309,1.87724,3.48064,1.40601,2.14928,1.71237
193,4.99293,1.44635,1.2725,3.10077,2.06914,1.99811,2.3811
194,5.37016,2.37464,1.83957,4.3594,1.91982,2.02147,1.93576
195,6.71724,2.66831,1.98028,2.38664,1.78595,2.98201,2.45735
196,5.38838,3.08161,3.26046,5.14373,2.28711,2.35976,1.87547
197,5.04301,3.40385,2.251,4.53319,3.18118,2.00075,1.55442
198,3.96941,2.36612,1.55574,2.86735,2.25324,1.7275,2.28318
199,5.01147,1.22334,1.85426,3.51442,0.62349,2.26443,2.20892
200,4.28264,1.19463,2.153,3.53509,1.10572,2.55468,1.47658
201,4.65761,1.4992,2.49962,3.73551,1.56579,3.4445,1.91554
202,5.54697,1.16282,1.86387,2.13882,1.74395,1.75456,1.49158
203,4.07916,3.63355,1.60381,3.89699,2.9638,3.32315,1.41271
204,5.44953,4.69174,1.6573,3.04356,1.47726,1.41914,1.80618
205,5.10341,1.82662,2.91848,4.25112,1.1743,1.58572,2.01003
206,5.81723,4.00975,2.05407,4.87714,1.93089,2.32444,1.70379
207,5.16149,1.41978,1.73069,3.13621,1.64427,1.53157,1.62816
208,6.24092,1.55037,2.21838,5.00608,0.83831,1.63231,1.31589
209,5.06301,2.34982,2.32587,4.92713,1.80853,1.41721,2.51462
210,5.74538,2.13584,1.91894,2.78779,1.72585,2.23418,1.83926
211,3.59566,3.87802,2.30499,3.90896,3.77316,2.47346,1.63122
212,4.57848,1.96525,1.2965,3.22462,2.53225,1.1292,1.63913
213,5.19226,2.74687,2.55734,4.90267,0.91467,2.39173,1.9908
214,5.85287,4.08868,1.53126,5.21932,2.85929,1.81651,2.69392
215,6.41987,1.83629,1.53707,3.87573,1.07733,3.37918,2.18925
216,5.53314,1.00483,1.01811,2.30148,1.78464,0.89808,1.555
217,2.27236,1.78768,0.89986,4.85378,1.45604,1.44882,1.88701
218,5.14841,0.94628,2.64905,3.51514,0.8668,3.23136,1.85244
219,5.72527,1.89895,1.81633,4.10585,1.15198,2.80309,2.28555
220,6.11268,4.04619,2.3239,4.37747,2.12837,1.96528,2.66978
221,7.44163,3.98898,1.80788,5.01845,1.34633,2.08762,2.29013
222,6.25019,2.61054,1.64537,4.27705,2.28026,3.07854,1.85568
223,6.33503,4.08329,2.70623,6.58723,2.67386,1.37869,3.7431
224,4.17997,1.90305,1.97735,2.45725,2.0335,1.21711,1.55093
225,4.02193,1.38625,2.30221,3.78668,0.67483,1.81129,1.4215
226,5.39103,4.35971,1.93718,3.69683,1.74979,2.28909,3.22257
227,6.46573,3.77118,2.47773,4.73066,1.34834,2.39476,1.94735
228,3.98849,3.09807,1.83757,3.90803,3.37703,2.6809,1.42475
229,5.19867,1.8355,1.85078,3.648,1.73787,2.12463,1.57322
230,5.78336,1.34097,1.82563,3.04824,1.07039,2.28435,1.51305
231,6.3844,4.94995,1.95936,5.43076,2.64057,2.03054,1.94195
232,5.05141,0.9814,1.86964,3.772,1.89311,4.17292,2.30177
233,4.57795,1.10324,1.70845,2.60556,0.95164,1.38843,2.0962
234,4.82276,1.38,2.3387,3.26082,1.46818,0.91335,1.83694
235,5.63323,2.36285,2.88436,4.00122,2.11889,2.45401,1.96197
236,4.23046,3.32436,1.69291,3.50397,3.84669,2.23872,2.07834
237,4.54566,2.80851,1.02213,1.94493,1.06594,2.04919,1.29763
238,4.74843,2.27848,1.64585,2.48728,1.27812,1.70228,1.92338
239,4.94107,1.67968,1.89083,3.97677,1.44664,2.61139,2.09967
240,5.35067,2.64253,1.89302,4.87866,1.76719,1.57891,2.51046
241,3.78324,2.56417,2.04128,2.47472,1.47137,1.11618,1.80396
242,6.48757,4.5107,2.64896,5.37861,1.67675,1.56074,2.74268
243,6.02645,1.84597,1.27306,3.58351,2.20916,1.98566,1.71556
244,4.05594,1.16665,1.66131,2.28759,1.0821,2.08226,1.37306
245,5.76657,3.70756,2.14627,4.31301,1.73075,1.22438,2.28674
246,5.0613,2.01503,2.67074,3.28045,1.37078,1.52153,2.218
247,6.38287,2.80383,1.46782,3.22396,1.27497,2.70621,1.96602
248,7.65706,4.79268,1.55019,4.18717,2.31261,1.61107,1.88273
249,6.51091,0.8514,2.04468,3.40924,0.92195,3.35291,1.97378
250,7.13549,3.4833,3.13983,4.36847,2.0891,2.49249,2.61459
251,4.00893,3.4911,1.62277,3.57128,3.41366,2.88711,1.39994
252,5.21641,3.128,1.79217,5.11635,1.39295,2.15614,2.52224
253,3.44511,1.35195,0.98867,2.25775,1.36851,1.23766,1.14794
254,6.91257,3.44232,3.27353,3.14803,1.83148,2.27786,3.03309
255,6.47152,3.90393,3.14164,7.91465,1.75547,1.20552,2.64591
256,7.87727,3.9007,2.40478,4.63462,1.9903,3.54418,1.87787
257,5.58327,1.48686,3.42164,4.21907,1.7264,1.82135,2.49529
258,4.02592,1.24387,1.37723,3.92315,1.64085,2.70525,1.62851
259,4.80487,1.44747,4.14676,3.91278,1.86586,3.24957,1.56244
260,4.59783,1.9965,1.86766,4.23593,1.74141,1.17306,1.84126
261,5.88718,4.31357,2.28033,5.28535,2.00862,1.70145,2.92562
262,4.16181,1.34271,1.34453,2.55432,1.74005,1.81496,1.06593
263,4.49072,2.90282,1.97518,3.29871,3.84807,2.21594,1.56222
264,6.04487,2.46449,2.17849,4.53953,1.89269,1.71074,2.31862
265,5.89802,2.36321,2.85345,3.73149,2.58413,2.60717,3.06835
266,5.98966,3.34207,2.15801,4.81577,1.4862,2.48392,2.04085
267,5.63423,2.884,2.45946,4.62044,1.766,1.35083,1.10864
268,6.9458,2.63391,1.97808,4.59755,1.23473,3.33703,2.47315
269,6.4101,4.8156,2.24825,4.96591,4.20019,1.76927,2.79962
270,4.86581,2.01753,1.8404,2.73602,1.44249,1.4992,1.70085
271,4.00027,3.74225,1.19737,6.24941,2.24544,2.19323,2.28346
272,4.18881,2.0883,1.42206,7.56204,0.97148,1.55665,3.14502
273,4.53836,2.321,1.77941,2.7922,2.23975,3.77319,1.83277
274,6.35022,3.16919,2.19099,3.99095,1.0755,2.90778,1.68228
275,5.9673,1.14028,1.99606,3.85838,1.51017,2.69908,2.15252
276,5.69515,4.94311,2.57727,5.36581,1.48623,1.54243,2.09508
277,4.4482,4.03408,1.61986,2.84783,4.04957,1.73323,2.12784
278,4.23658,1.83896,2.17555,2.69652,1.26488,2.12941,2.08568
279,7.57949,4.95529,1.30305,6.25956,1.48268,1.91222,2.21991
280,4.01413,1.18861,1.4028,2.32799,1.98093,0.82854,1.82249
281,4.96067,1.9405,1.64616,3.46989,1.73044,1.03295,1.10148
282,5.85121,3.85039,2.11012,2.90732,1.22687,2.67263,1.97199
283,6.20687,3.84951,2.33078,6.48135,1.62604,2.00665,3.65248
284,4.07814,3.13144,1.44184,2.32307,2.8759,1.66559,1.33793
285,4.45804,0.74831,1.30342,1.89897,2.1884,1.99416,1.76235
286,5.12667,0.99036,2.26184,3.39626,1.63682,1.28346,2.20282
287,3.67715,1.05823,1.56354,3.4773,0.95666,2.64577,1.63141
288,5.65262,1.46199,2.2127,2.40517,1.6047,3.30207,2.14876
289,5.77539,2.6269,1.91488,4.16899,2.19364,1.08251,1.75193
290,5.69649,2.19057,2.26405,2.82853,2.40845,2.46348,1.64955
291,5.31624,3.13482,1.62383,4.40357,1.14177,1.65239,3.07141
292,4.91283,2.05881,2.83786,4.36972,0.95731,2.13187,1.82133
293,6.34601,4.71119,1.87946,4.14598,1.3417,1.68838,2.78118
294,6.52591,3.84843,1.37842,4.87326,1.13062,2.06443,1.80852
295,5.30433,1.67014,2.62964,3.91962,1.03091,3.19428,1.72537
296,5.66712,2.32392,1.97161,3.65366,0.80593,2.59144,2.33607
297,4.5801,2.44771,1.06565,4.25235,2.35735,1.95076,2.62091
298,4.22768,1.35608,1.21604,7.06607,1.48745,1.35694,3.3299
299,5.84599,3.57538,2.07033,6.27875,1.94707,2.16011,2.46318
300,4.2304,0.97195,1.58506,3.49505,4.34157,2.64695,1.63251
301,3.73447,1.63941,1.45336,7.95828,1.42442,1.47786,3.72104
302,6.33157,1.79179,2.49836,4.75562,0.97113,3.77819,1.82188
303,4.24059,1.93622,2.10601,3.63635,2.92797,1.61962,2.59061
304,6.37789,3.8893,2.4455,5.10103,2.33071,2.24892,2.29801
305,5.22611,2.35959,2.7197,3.4786,1.50843,1.18093,1.30525
306,5.29749,1.6367,2.3168,5.41386,1.81693,2.85906,2.53917
307,4.03241,0.98168,1.53639,2.49088,1.89339,1.16157,2.60607
308,3.91122,1.54876,2.68967,3.58915,1.52476,2.20985,1.85646
309,5.93994,3.31491,2.30623,3.52647,1.17812,2.46125,2.13739
310,5.55531,3.81845,2.01795,4.53381,1.79342,1.69025,3.1435
311,4.36043,1.74181,1.55362,4.85292,2.64944,1.47067,1.44663
312,4.56499,1.62616,3.26621,4.19588,1.66588,1.61376,2.06263
313,5.40901,1.04791,1.26431,2.52304,1.11833,2.16329,1.87493
314,7.40707,3.6068,1.85384,4.22739,1.78113,2.9487,1.50325
315,7.06607,2.46067,1.74502,4.29875,1.84967,1.9263,2.33446
316,6.12185,2.33888,2.11575,3.13648,1.51898,2.17405,1.58218
317,4.93952,1.44741,1.57906,3.18805,1.79523,1.82158,1.68626
318,3.56274,1.54813,2.03763,3.70063,1.81615,1.08871,2.12334
319,5.4182,1.71075,2.20566,3.86424,2.80496,1.9895,2.50051
320,5.95512,3.2691,2.05067,5.22494,1.27791,1.78244,2.46898
321,5.11816,2.34305,2.06988,3.78499,1.72314,1.33887,2.32601
322,6.10568,2.22429,2.88156,5.17114,3.82613,2.0481,2.80639
323,5.35689,4.2896,2.25953,7.48426,0.97328,1.13539,1.96143
324,5.70919,2.17337,2.51361,4.01124,0.98579,4.08579,2.42935
325,3.02138,4.44945,1.37057,6.99075,5.02241,1.12505,2.51759
326,3.50415,3.34616,1.07181,4.59112,1.71299,1.06926,2.66041
327,4.63114,2.99819,1.3439,3.97694,1.21149,2.57632,2.46541
328,2.52569,3.31194,1.58927,6.34948,3.32333,2.30129,3.01687
329,5.88502,4.05592,2.24632,3.59882,2.46278,1.2402,2.40675
330,7.2798,3.61463,1.88257,4.80653,2.06044,2.78262,2.30816
331,5.42442,1.86857,1.99567,3.5489,1.4315,2.56771,2.16083
332,5.04953,2.5703,2.28251,4.74366,1.2166,2.1374,1.90499
333,4.69702,4.9261,1.90412,6.13713,2.17158,2.12268,2.17833
334,5.05236,1.67751,2.81603,4.19095,1.35388,2.38849,1.35012
335,5.64134,3.96772,2.9293,3.87235,4.13522,6.10651,2.68662
336,4.66807,1.24195,1.03679,2.38849,2.3524,1.76646,1.58413
337,5.41187,3.27676,2.17143,4.61578,1.55777,0.88254,1.97255
338,4.56556,1.67738,1.90035,3.59196,1.922,2.05714,2.49795
339,6.17608,3.0775,1.8787,2.82359,1.0393,2.59696,2.56471
340,7.36495,5.84288,2.44205,5.68446,1.68426,2.258,1.99151
341,7.09747,3.56047,1.6463,4.7321,2.28526,2.28256,2.34319
342,8.42668,4.26514,2.76583,5.09424,1.62516,2.54583,1.43242
343,3.199,2.07194,1.04386,6.01597,1.52431,1.5405,2.23731
344,6.78195,5.01718,2.50518,6.62959,3.95519,3.19168,2.62162
345,3.68398,1.5618,2.2349,2.44869,1.89061,1.46567,1.80789
346,5.56032,4.01844,2.13035,4.30893,1.47232,2.46087,1.82725
347,4.14944,1.78941,1.65179,2.93056,1.67362,0.8918,1.84055
348,3.83212,1.31699,1.27117,2.12304,1.49615,1.39274,1.94512
349,7.77019,1.99805,1.94883,4.2792,2.19102,3.95027,1.83732
350,5.47301,1.96904,2.02495,4.46441,0.81115,2.18048,2.10906
351,4.34253,3.65054,1.62802,6.86256,1.09525,2.35161,2.13787
352,3.29344,0.88345,1.71814,2.68716,2.32029,1.84447,1.89327
353,4.10502,2.80843,0.93347,2.43325,3.27782,1.84677,1.31548
354,5.29874,1.90491,2.58935,4.06953,1.29158,6.16172,2.23264
355,3.34134,1.71783,2.1582,6.0087,2.34516,2.39282,2.11479
356,4.46435,5.12311,2.29696,5.56206,2.90926,2.75978,1.92457
357,3.9033,2.63544,2.71173,5.61546,2.08876,2.51802,2.02431
358,5.39489,5.68653,1.70475,5.24251,1.14188,2.47924,2.07059
359,3.8614,3.12657,1.54456,3.67534,2.10826,2.53951,2.76227
360,6.93289,1.90817,2.30981,3.88554,1.29201,3.54624,2.18143
361,4.90042,2.81189,1.48614,5.59171,2.45731,2.70589,3.04616
362,9.04812,5.09505,1.93197,6.27599,2.56106,1.86991,2.27069
363,5.17605,3.42898,1.15042,5.07263,2.29156,1.65127,2.01877
364,5.24271,2.60288,1.87189,3.9208,1.27318,2.53511,1.87492
365,5.10258,5.98816,2.07812,4.73627,1.76036,2.65759,1.888
366,4.02937,7.37264,2.96952,6.17012,3.1326,2.39625,1.56274
367,5.51713,1.46596,1.90409,3.70632,2.00716,1.56614,1.62701
368,5.58307,2.26198,1.67021,2.73902,1.28796,1.59306,1.14228
369,4.54774,3.23645,1.58382,4.47049,1.62968,1.32541,2.56288
370,5.50767,1.53806,2.60388,2.42145,1.30401,2.63618,1.82092
371,4.49952,1.1205,1.44643,2.59398,1.43798,1.97816,2.28265
372,4.32772,2.61112,1.40922,2.54868,3.70728,1.00935,1.27022
373,5.54622,1.84161,2.23706,3.54563,0.85931,1.49875,1.84133
374,4.63222,3.04217,1.6774,3.73611,3.20816,1.6572,2.27784
375,5.2257,2.21077,1.62249,6.40502,3.16192,1.75684,3.17169
376,6.51999,3.63838,1.93256,2.84389,2.37132,2.66427,2.77801
377,4.39868,1.66624,2.54622,3.3446,0.96137,1.78633,1.18429
